Tanggal,Penulis,Judul,Artikel,Label
" Senin, 27 November 2023 14:48 WIB",,Yahya Staquf minta tak bawa konflik Israel-Palestina ke soal agama,"                     ANTARA - Ketua Umum Pengurus Besar Nahdlatul Ulama (PBNU) KH Yahya Cholil Staquf, Senin (27/11), meminta agar masyarakat tidak membawa konflik yang terjadi antara Israel dan Palestina ke dalam isu pertentangan agama. Hal itu diungkapkannya menanggapi insiden bentrok massa antara pendukung Palestina dan Israel yang terjadi di Bitung, Sulawesi Utara. (Lifia Putri/Gilang Gathoot/Yovita Amalia/Nusantara Mulkan)        ",politik
" Senin, 27 November 2023 14:41 WIB",Pewarta: Melalusa Susthira KhalidaEditor: Didik Kusbiantoro  COPYRIGHT © ANTARA 2023,TKN Prabowo-Gibran mulai kampanye pemilu dengan doa bersama,"     Jakarta (ANTARA) - Ketua Koordinator Strategis Tim Kampanye Nasional (TKN) Prabowo Subianto-Gibran Rakabuming Raka, Sufmi Dasco Ahmad, mengatakan bahwa pihaknya akan memulai kampanye Pemilu 2024 dengan kegiatan doa bersama.   ""Ya, tentunya permulaan hari kampanye kami akan dahulukan dengan acara doa bersama seluruh tim TKN,"" kata Dasco di Kompleks Parlemen, Senayan, Jakarta, Senin.   Dia mengatakan acara doa bersama yang digelar secara daring dengan Tim Kampanye Daerah (TKD) Prabowo-Gibranitu dimaksudkan agar jalannya Pemilu 2024 yang akan dilalui timnya berlangsung damai dan lancar.   ""Itu kemudian akan dilakukan secara langsung zoom ke tim kampanye-kampanye daerah sebagai rasa syukur kita terhadap hajatan demokrasi, dengan harapan pemilu berjalan lancar dan damai,"" ujarnya.  Baca juga: Tiga paslon teken deklarasi kampanye damai, tertib, dan taat hukum  Baca juga: Parpol teken deklarasi kampanye damai, tertib, dan taat hukum   Mengenaijadwal kampanye yang dilakukan Prabowo-Gibran pada pekan ini, Dascomenyebut masih menunggu susunan jadwal dimatangkan terlebih dahulu oleh TKN.   ""Minggu ini sedang disinkronisasikan dengan TKN, mudah-mudahan besok itu sudah keluar jadwalnya,"" katanya.   Komisi Pemilihan Umum (KPU) telah menetapkan tiga pasangan calon presiden dan wakil presiden sebagai peserta Pemilu 2024, yakni Anies Baswedan-Muhaimin Iskandarnomor urut 1, Prabowo Subianto-Gibran Rakabuming Raka (nomor urut 2), dan Ganjar Pranowo-Mahfud Md (nomor urut 3).   KPU RI menetapkan masa kampanye pemilu akan berlangsung mulai 28 November 2023 hingga 10 Februari 2024, sementara pemungutan suara dijadwalkan akan dilaksanakan pada tanggal 14 Februari 2024.  Baca juga: TKN Prabowo-Gibran hormati PP terkait pejabat kampanye Pilpres 2024  Baca juga: Wapres: Kampanye peserta pemilu jangan picu keterbelahan masyarakat  Baca juga: Bawaslu RI akan luncurkan aplikasi pengawasan kampanye Pemilu 2024Pewarta: Melalusa Susthira KhalidaEditor: Didik Kusbiantoro    COPYRIGHT © ANTARA 2023 ",politik
" Senin, 27 November 2023 14:35 WIB",Pewarta: Victorianus Sat PranyotoEditor: Fransiska Ninditya  COPYRIGHT © ANTARA 2023,Bawaslu Sleman gelar Deklarasi Pemilu 2024 Damai ,"     Sleman (ANTARA) - Badan Pengawas Pemilu (Bawaslu) Kabupaten Sleman, Daerah Istimewa Yogyakarta, menggelar Deklarasi Pemilu 2024 Damai di Monumen YogyaKembali (Monjali), Senin, yang diikuti Forum Koordinasi Pimpinan Daerah (Forkopimda) dan pimpinan partai politik peserta pemilu wilayah itu.   Dalamkesempatan itu, dilakukan pula Apel Siaga Pengawasan Pemilu 2024 yang diikuti oleh seluruh anggota Bawaslu Sleman dan Panitia Pengawas Kecamatan (Panwascam) se-Kabupaten Sleman.   Pembacaan Deklarasi Pemilu 2024 Damai dipimpin oleh Ketua Bawaslu Kabupaten Sleman Arjuna Al Ichsan Siregardan diikuti oleh seluruh tamu undangan.   Hadir pada acara tersebut ialah Wakil Bupati Sleman Danang Maharsa, kapolresta Sleman, dandim 0732/Sleman, sekda Kabupaten Sleman, perwakilan partai politik se-Kabupaten Sleman, kepala organisasi perangkat daerah (OPD) Pemkab Sleman, danpanewu (camat) se-Kabupaten Sleman.  Baca juga: Polda Metro kerahkan 610 jaga Deklarasi Kampanye Damai Pemilu 2024   Selain pembacaan deklarasi, dilakukan pula penandatanganan komitmen pemilu damai dan dilanjutkan dengan acara simbolis melepasburung merpati oleh peserta deklarasi sebagai simbol kebebasan masyarakat dalam Pemilu 2024.   Danang Maharsa, dalam acara tersebut, mengapresiasi Bawaslu Kabupaten Sleman yang telah mengadakan kegiatan ini.   Menurut Danang, deklarasi tersebut merupakan sarana untuk menyatukan dan menegaskan komitmen bersama dalam menggelar Pemilu Serentak 2024 secara langsung, umum, bebas, rahasia, jujur, dan adil (Luber Jurdil).   ""Ini adalah tanggung jawab kita bersama. Berbeda pilihan tidak apa-apa, yang terpenting adalah menjaga kerukunan dan persatuan di antara kita,"" kata Danang.  Baca juga: Parpol teken deklarasi kampanye damai, tertib, dan taat hukum   Sementara itu, Arjuna Al Ichsan Siregar mengatakan pemilu damai penting untuk ditegakkan.   ""Dengan pemilu damai, diharapkan dapat mendorong partisipasi demokrasi masyarakat tanpa takut adanya intimidasi, kekerasan, dan paksaan,"" katanya.   Dia mengatakan pelaksanaan pemilu secara damai juga dapat meningkatkan kepercayaan publik dalam sistem politik di Indonesia.   ""Ini penting bagi warga negara bahwa Pemerintah akan mewakili kepentingan mereka,"" ujar Arjuna.  Baca juga: Tiga paslon teken deklarasi kampanye damai, tertib, dan taat hukumPewarta: Victorianus Sat PranyotoEditor: Fransiska Ninditya    COPYRIGHT © ANTARA 2023 ",politik
" Senin, 27 November 2023 14:24 WIB",Pewarta: Fath Putra MulyaEditor: Didik Kusbiantoro  COPYRIGHT © ANTARA 2023,Prabowo-Gibran komitmen jalankan pemilu sesuai ketentuan,"     Jakarta (ANTARA) - Calon presiden nomor urut dua Prabowo Subianto mengatakan bahwa ia dan pasangannya calon wakil presidenGibran Rakabuming Raka berkomitmen untuk menjalankan Pemilihan Umum 2024 sesuai dengan ketentuan yang ada.   Prabowo juga mengatakan dirinya dan Gibran ingin suara rakyat didengar lewat pesta demokrasi tersebut.   ""Komitmen kami, nomor urut dua, kami akan menjalankan segala ketentuan dengan sebaik-baiknya. Kami hanya ingin suara rakyat yang didengar, suara rakyat yang menentukan dan suara rakyat yang menang,"" kata Prabowodalam sambutannya pada Rapat Koordinasi Nasional Sentra Penegakan Hukum Terpadu (Gakkumdu) yang digelar Badan Pengawas Pemilihan Umum (Bawaslu)di Jakarta, Senin.  Baca juga: Tiga paslon teken deklarasi kampanye damai, tertib, dan taat hukum   Prabowo menuturkan demokrasi adalah satu-satunya sistem politik yang terbaik untuk menjamin kelangsungan hidup negara dan wujud demokrasi itu adalah pemilu yang mendengar suara rakyat.   ""Seluruh rakyat Indonesia mendambakan dan menuntut penyelenggaraan pemilu yang bersih, yang transparan tanpa kekurangan apa pun,"" ujar Ketua Umum Partai Gerindra tersebut.   Selain itu, Prabowo menyatakanpercaya bahwa penyelenggara pemilu dan aparat penegak hukum sadar dengan tanggung jawabnya dalam menjaga penyelenggaraan pemilu.   ""Kami percaya, kami yakin bahwa penyelenggara pemilu dan aparat penegak hukum sadar akan tanggung jawab ini dan akan menyelenggarakan pemilu ini dengan sebaik-baiknya,"" katanya.  Baca juga: Parpol teken deklarasi kampanye damai, tertib, dan taat hukum   Rakornas Sentra Gakkumdu dihadiri tiga pasangan calon presiden dan wakil presiden sertaperwakilan partai politik peserta Pemilu 2024.   Selain itu, hadir pula Kepala Kepolisian Negara Republik Indonesia (Kapolri) Jenderal PolisiListyo Sigit Prabowo dan Panglima TNI Jenderal TNI Agus Subiyanto.   Dalam kesempatan itu, tiga pasangan capres-cawapres dan parpol menandatangani ""Deklarasi Kampanye Damai, Tertib, dan Taat Hukum Peserta Pemilu Tahun 2024"", sementara Kapolri dan Panglima TNI meneken ""Deklarasi Komitmen Netralitas TNI-Polri dalam Penyelenggaraan Pemilu Tahun 2024""  Baca juga: Bawaslu RI siap tangani pelanggaran Pemilu 2024  Baca juga: Kapolri-Panglima TNI teken deklarasi komitmen netralitas Pemilu 2024Pewarta: Fath Putra MulyaEditor: Didik Kusbiantoro    COPYRIGHT © ANTARA 2023 ",politik
" Senin, 27 November 2023 14:21 WIB",Pewarta: Walda MarisonEditor: Fransiska Ninditya  COPYRIGHT © ANTARA 2023,Basarah sebut relawan se-Jawa siap menangkan Ganjar-Mahfud,"     Jakarta (ANTARA) - Koordinator Tim Koordinasi Relawan Pemenangan Pilpres (TKRPP) PDI PerjuanganAhmad Basarah mengatakan pihaknya mempersiapkan relawan se-Jawa untuk memenangkan pasangan calon presiden dan wakil presiden Ganjar Pranowo-Mahfud MD pada Pilpres 2024.   Persiapan itu dilakukan dengan menggelar Rapat Koordinasi Nasional (Rakornas) Relawan Ganjar-Mahfud se-Jawa yang digelar di JIExpo Kemayoran, Jakarta Pusat, Jakarta, Senin.   ""Agenda ini untuk mendapat pengarahan dan masukan dari para ketua umum parpol pengusung Ganjar-Mahfud dan pimpinan TPN, serta dari calon presiden dan calon wakil presiden, agar dapat menyamakan persepsi dan menyatupadukan gerakan yang dinamis dan terukur,""kata Ahmaddi Jakarta, Senin.   Menurut Basarah, relawan yang hadir dalam kegiatan di JIEXpoitu mewakili setiap wilayah di Pulau Jawa, seperti DKI Jakarta, Jawa Barat, Banten, Jawa Tengah, Yogyakarta,dan Jawa Timur.  Baca juga: Ganjar-Mahfud akan hadiri Rakornas Relawan se-Jawa di JIExpo Kemayoran   Para relawan itu terbagi dalam beberapa segmen pemilih, mulai dari anak muda, perempuan, buruh, tani, kelompok agama, seniman dan kebudayaan, tenaga kesehatan, akademisi, olahraga, hingga penggerak media sosial.   Dengan digerakkannya elemen-elemen relawan tersebut, Basarahyakin paslon Ganjar-Mahfud akan meraup banyak suara untuk memenangi Pilpres 2024.   Komisi Pemilihan Umum (KPU) telah menerima pendaftaran tiga bakal pasangan capres-cawapres, yakni Anies Baswedan-Muhaimin Iskandar, Ganjar Pranowo-MahfudMD, dan Prabowo Subianto-Gibran Rakabuming Raka.   Masa kampanye ditetapkan mulai tanggal 28 November 2023 hingga 10 Februari 2024, sementara pemungutan suara dijadwalkan pada tanggal 14 Februari 2024.  Baca juga: Ganjar: Relawan harus gotong royong demi ""hattrick"" Pilpres  Baca juga: Puan ingatkan relawan tak gentar hadapi arus politik jelang PilpresPewarta: Walda MarisonEditor: Fransiska Ninditya    COPYRIGHT © ANTARA 2023 ",politik
" Senin, 27 November 2023 15:21 WIB",Pewarta: Arnidhya Nur ZhafiraEditor: Eka Arifa Rusqiyati  COPYRIGHT © ANTARA 2023,Jonatan tak ingin berpuas diri dan maksimalkan peluang di WTF,"     Jakarta (ANTARA) - Pebulu tangkis tunggal putra Indonesia Jonatan Christie mengatakan tidak ingin berpuas diri meskipun telah mengoleksi tiga gelar juara tahun inidan segera mengalihkan fokus untuk persiapanWorld Tour Finals (WTF) 2023 di Hangzhou, China, Desember.    “Meraih tiga gelar tahun ini, mungkin sebelumnya satu atau dua gelar saja. Ini untuk saya pribadi, saya senang, tapi juga tidak merasa puas karena ke depan masih ada lagi (turnamen) dan yang paling dekat adalah World Tour Finals,” kata Jonatan saat ditemui di Jakarta, Senin.    Adapun Jonatan pada tahun ini keluar sebagai juara turnamen BWF Super 750 French Open setelah sebelumnya menjadi pemenang dua turnamen BWF Super 500 Hong Kong Open dan Indonesia Masters, serta finalis turnamen BWF Super 750 Japan Open.    Setelah melalui beberapa turnamen penting terakhir, atlet yang akrab disapa Jojo itu mengatakan dirinya ingin mempertahankan gelar juara dan mengumpulkan poin sebanyak mungkin agar bisa lolos ke Olimpiade 2024 Paris.    “Tahun ini awal tahun juara juga, jadi mau mempertahankan gelar (di tahun depan) dan yang tak kalah penting kan poinnya akan masuk ke Olimpiade. Ada dua target. Satu, adalah mempertahankan gelar, dankedua mau maksimal dari poinnya itu untuk Olimpiade,” ujar dia.  Baca juga: Pelatih: Gregoria fokus pemulihan cedera jelang World Tour Finals    Lebih lanjut, Jonatan mengatakan persaingan di sektor tunggal putra dunia kini sudah kian meratasehingga setiap pemain memiliki peluang yang sama untuk merebut kemenangan di setiap turnamen mendatang.    “Sekarang sudah rata, dari tunggal putra semua bisa menang dan kalah. Setiap kesempatan, setiap hari, punya peluang masing-masing. Sehingga penting untuk prepare satu per satu pertandingan,” ungkap Jonatan.    Rangkaian turnamen yang padat pada tahun ini dan tahun depan pun Jonatan akui cukup menguras tenaga dan pikirannya. Namun, ia yakin bahwa dengan persiapan yang matang, akan membantunya untuk tampil maksimal di setiap kejuaraan yang ia ikuti.    “Ini sedang banyak event-nya, jadi menguras tenaga juga pikiran dan otot-otot yang dipakai bisa bermasalah juga. Saya rasa banyak hal yang membuat kemungkinan-kemungkinan bisa terjadi. Jadi balik lagi ke persiapan di satu event yang paling penting,” ujar dia.  Baca juga: Jonatan Christie mundur dari China Masters akibat cedera kaki  Baca juga: Pelatih: Ginting perlu latihan intens menyusul membaiknya cedera lututPewarta: Arnidhya Nur ZhafiraEditor: Eka Arifa Rusqiyati    COPYRIGHT © ANTARA 2023 ",olahraga
" Senin, 27 November 2023 15:05 WIB",,Motogp 2023: Bagnaia pertahankan gelar juara,"    Kemenangan Francesco Bagnaia pada GP Valencia, Minggu (26/11) malam WIB, menjadikannya juara dunia MotoGP musim 2023. Unggul dari rivalnya Jorge Martin, Bagnaia sukses mempertahankan gelar juara ajang balap motor paling bergengsi tersebut. ",olahraga
" Senin, 27 November 2023 14:49 WIB",Pewarta: Arnidhya Nur ZhafiraEditor: Eka Arifa Rusqiyati  COPYRIGHT © ANTARA 2023,Bezzecchi puas akhiri musim 2023 dengan finis tiga besar di klasemen,"     Jakarta (ANTARA) - Pembalap Mooney VR46 Marco Bezzecchi mengaku puas karena mengakhiri MotoGP musim 2023 dengan finis tiga besar di belakang juara dunia Francesco Bagnaia (Ducati Lenovo) dan Jorge Martin (Prima Pramac).    “Apa yang bisa saya katakan? Ini adalah tahun kedua saya di MotoGPdan saya mengakhirinya di posisi ketiga pada klasemen umum, di belakang Pecco (Bagnaia) yang merupakan seorang teman dan seorang juara yang hebat, adalah sesuatu yang mengejutkan saya juga,” kata Bezzecchi, dikutip dari keterangan resmi VR46, Senin.    Adapun Bezzecchi telah membukukan tiga kemenangan musim ini, yaitu di Grand Prix Argentina, Prancis, dan India. Selain itu, pembalap asal Italia itu juga sudah berdiri di empat podium pada balapan utama di Portugal, Austria, Belanda, dan San Marino.    “Tiga kemenangan dan banyaknya podium adalah sesuatu yang di luar dugaan saya. Tim melakukan pekerjaan luar biasa, mereka tidak pernah menyerah dan saya bangga dengan mereka semua,” ujar pembalap yang akrab disapa Bez tersebut. Baca juga: Marquez kecewa akhiri musim bersama Honda tanpa podium Valencia   Di sisi lain, Luca Marini yang resmi mengakhiri perjalanannya bersama VR46 musim ini juga mengapresiasi kinerja tim dari era junior hingga berlanjut ke kelas premier.    “Terima kasih banyak kepada seluruh kru untuk tahun-tahun yang luar biasa. Kami telah melakukan banyak hal bersama-sama dan musim ini kami telah membuat langkah maju yang sangat signifikan,” kata Marini.    “Saya tetap senang meskipun tidak mengakhiri musim ini dengan kemenangan. Saya mengirimkan pelukan untuk semua orangdan selamat untuk Pecco yang mengulangi pencapaiannya dan saya juga menatap masa depan,” ujarnya menambahkan.    Sementara itu, Manajer Tim VR46 Pablo Nieto mengatakan tahun ini merupakan musim yang luar biasa untuk tim. Kedua pembalap asuhannya meninggalkan kesan yang mendalam untuk tim dan mereka juga siap untuk mengarungi musim 2024 dengan perasaan yang positif.    “Kami melihat Luca bertumbuh dan kami senang bisa berbagi jalan ini dengannya. Saya mendoakan yang terbaik untuk masa depannya, dia adalah pembalap hebat dan profesional,” kata Nieto.  Baca juga: Bagnaia: Saya sempat berpikir mempertahankan gelar itu mustahil  Baca juga: MotoGP Valencia: Martin ""crash"", Bagnaia pertahankan gelar juara duniaPewarta: Arnidhya Nur ZhafiraEditor: Eka Arifa Rusqiyati    COPYRIGHT © ANTARA 2023 ",olahraga
" Senin, 27 November 2023 14:29 WIB",Pewarta: Arnidhya Nur ZhafiraEditor: Eka Arifa Rusqiyati  COPYRIGHT © ANTARA 2023,Hamilton kecewa karena kembali tak bukukan kemenangan di 2023,"     Jakarta (ANTARA) - Pembalap Mercedes Lewis Hamilton mengaku kecewa karena kembali tidak membukukan satu pun kemenangan di Formula 1 musim 2023.    Hamilton, juara dunia tujuh kali yang juga memegang rekor F1 dengan 103 kemenangan kini sudah dua tahun tidak meraih kemenangan.    “Ini bukan tahun yang hebat dan tidak banyak yang bisa diambil darinya,” kata Hamilton, dikutip dari AFP, Senin.    Saat ditanya mengenai apa yang akan ia persiapkan untuk mengarungi musim selanjutnya bersama Mercedes, pembalap Inggris itu tidak berkomentar banyak    “Musim selanjutnya? Saat ini, saya benar-benar tidak tahu. Kami telah belajar banyak tentang mobil kami dan sekarang semuanya tergantung pada tim,” ujar Hamilton.    Adapun Mercedes finis di posisi kedua pada klasemen konstruktor, di belakang Red Bull yang mendominasi musim 2023 melalui Max Verstappen yang membukukan 19 kemenangan musim ini.    Posisi kedua Mercedes ini pun diraih melalui George Russell dan Hamilton yang masing-masing finis di P3 dan P9 pada Grand Prix Abu Dhabi, akhir pekan lalu.    “Rasanya seperti kita menang dan itu luar biasa. Kami harus gembira dengan hal itu,” kata bos tim Mercedes Toto Wolff. Baca juga: Sirkus F1 siap untuk balapan balapan pemungkas musim di Abu Dhabi   Kelegaan juga diungkapkan oleh Russell yang memuji cara berkendara yang sportif dari Charles Leclerc (Ferrari), yang ia nilai juga membantunya untuk meraih podium kedua Mercedes musim ini.    “Sungguh melegakan bisa membawa pulang mobil kami di P3. Saya tidak percaya ini hanya podium kedua tahun ini,” kata Russell.    “Ini merupakan musim yang penuh tantangan dan saya telah mengecewakan tim beberapa kali tahun ini, jadi saya senang dengan pencapaian ini,” ujarnya menambahkan.    Adapun Russell dan Hamilton masing-masing finis di posisi kedelapan dan ketiga pada klasemen pembalap.    Bagi kedua pembalap Inggris tersebut, musim ini adalah musim tanpa kemenangan dan musim tandus pertama Mercedes sejak 1952, serta menandai musim tanpa adanya pembalap Inggris atau tim Inggris yang memenangkan kemenangan dan gelar.    Sementara itu, Formula 1 musim 2024 akan dibuka di Bahrain pada 29 Februari hingga 2 Maret 2024, dengan Hamilton dan Russell masih berada di bawah naungan Mercedes untuk mengarungi musim mendatang.  Baca juga: Hamilton: GP Las Vegas jawab kritik miring terkait balapan anyar di F1Pewarta: Arnidhya Nur ZhafiraEditor: Eka Arifa Rusqiyati    COPYRIGHT © ANTARA 2023 ",olahraga
" Senin, 27 November 2023 14:14 WIB",Pewarta: Arnidhya Nur ZhafiraEditor: Eka Arifa Rusqiyati  COPYRIGHT © ANTARA 2023,PBSI pastikan dampingi atlet agar terus berada di kondisi prima,"     Jakarta (ANTARA) - Ketua Persatuan Bulutangkis Seluruh Indonesia (PBSI) Agung Firman Sampurna memastikan terus memberikan pendampingan kepada para atlet agar bisa berada di kondisi yang prima di setiap turnamen yang akan mereka ikuti.    “Kami selalu mendampingi dengan ketat dan terus kami pantau supaya pada turnamen tahun depan seperti Indonesia Masters mereka bisa memberikan penampilan terbaik,” kata Agung saat dijumpai di Jakarta, Senin.    Adapun hal tersebut menyusul kondisi fisik sejumlah atlet nasional seperti tunggal putra Anthony Sinisuka Ginting dan Jonatan Christie, tunggal putri Gregoria Mariska Tunjung, ganda putri Apriyani Rahayu, hingga ganda putra Fajar Alfian yang dilaporkan mengalami cedera saat melakoni beberapa turnamen terakhir tahun ini.    “Kita sudah ada tim dokter di sini yang secara khusus memantaudan memang pada beberapa event yang mereka ikuti, beberapa (atlet) ada di kondisi injured,” ujar Agung.    Ia pun memastikan pemulihan akan menjadi salah satu prioritas PBSI kepadapara atlet mengingat Indonesia juga mengirimkan delapan wakil di turnamen pamungkas tahun ini, World Tour Finals, yang akan berlangsung di Hangzhou, China, Desember.    “Ada beberapa event yang akan mereka ikuti dan sebelum ke sana (tahun depan) akan ada World Tour Finals, lalu diikuti dengan Malaysia Open, India Open, dan Indonesia Masters (pada Januari),” kata Agung.    Sebanyak tiga turnamen pada Januarimendatang tersebut pun merupakan turnamen yang masuk pada penghitungan poin menuju Olimpiade 2024 Paris. Untuk memaksimalkan performa Skuad Merah Putih menuju Paris, Agung mengatakan pihaknya juga sudah membentuk Tim Satuan Tugas Olimpiade bulan lalu. Baca juga: Indonesia Masters 2024 siap bergulir pada 23-28 Januari 2024 di Istora   Selain memastikan kondisi fisik yang prima, Agung mengatakan PBSI juga fokus untuk menguatkan kondisi mental para atlet.    “Pemain atau atlet di ranking 10 besar dunia, dari segi teknik dan stamina kurang lebih sama. Perbedaannya hanya dari segi mental. Penguatan mental itu kami lakukan di PBSI,” kata Agung.    “Kita ada tim psikolog yang terus memantau, kami juga siapkan motivator, dan memastikan chemistry terbangun baik antara atlet dan coach-nya,” ujarnya menambahkan.  Baca juga: Torehan prestasi Gregoria jadi inspirasi sektor tunggal putri  Baca juga: Pelatih beri evaluasi pada lima ganda putra di China MasterPewarta: Arnidhya Nur ZhafiraEditor: Eka Arifa Rusqiyati    COPYRIGHT © ANTARA 2023 ",olahraga
" Senin, 27 November 2023 14:08 WIB",Pewarta: Fajar SatriyoEditor: Eka Arifa Rusqiyati  COPYRIGHT © ANTARA 2023,INAMMAF berkomitmen lahirkan petarung yang tembus ke panggung dunia,"     Jakarta (ANTARA) - Federasi Indonesian Mixed Martial Art Federation (INAMMAF) berkomitmen melahirkan petarung mixed martial art (MMA) Indonesia yang dapat menembus panggung dunia.   Dalam keterangan resmi INAMMAF yang diterima, Senin, salah satu langkah untuk membawa petarung MMA Indonesia agar dapat bersaing di kancah internasional adalah dengan menggelar pertandingan dan turnamen secara rutin.   ""Ke depannya kami akan terus berkomitmen mengirim atlet nasional ke internasional. Caranya dengan menggelar pertandingan di beberapa kota,"" kata Ketua INAMMAF Dimaz Raditya Nazar Soesatyo.   INAMMAF telah merampungkan ajang Combat Federation Brave 76 di Balai Sarbini, Jakarta, Sabtu (25/11). Ajang tersebut diikuti oleh 22 petarung dari beberapa negara yang bersaing di beberapa kelas dengan sembilan di antaranya adalah petarungdari Indonesia.   Menurut Dimaz Radityadengan jam terbang yang tinggi maka kemampuan para petarungotomatis akan meningkat.   ""Kami juga kan harus kirim atlet yang sudah siap. Kalau pertandingan dikit kan tidak bisa melihat kemampuan atlet tersebut,"" ujar Dimaz Raditya.   Diakui Dimaz Raditya, Martial Art Federation (MMA) di Indonesia dalam tahap berkembang.  Baca juga: Jeka Saragih ingin prestasinya di UFC diikuti generasi muda   ""MMA di Indonesia masih berkembang dan turnamennya masih belum banyak. Di sini kami mencoba membuat agar banyak pertandingan karena atlet butuh jam terbang, kalau sedikit tentunya prestasi tidak bisa berkembang,"" kata Dimas.   ""Kami harap bisa menjadi salah satu badan olah raga yang membuat pertandingan sehingga atlet MMA kami punya banyak pilihan pertandingan,"" sambung Dimaz Raditya.   Dia menambahkan, sosok Jeka Saragih yang baru saja sukses pada laga debutnya di UFC dapat menjadi pelecut semangat bagi petarung Indonesia untuk berkompetisi di kancah internasional. Jeka Saragih mampu menaklukkan Lucas Alexander dari Brazil dengan kemenangan KO di UFC Vegas 82.   ""Ya itu (penampilan Jeka) salah satu motivasi kami, artinya atlet Indonesia bisa tembus kancah internasional. Apalagi bicara UFC itu profesional, sekarang kan bayaran dia sudah lumayan. Ke depannya masih banyak Jeka Saragih yang lain bisa lahir,"" tutup Dimas.  Baca juga: Jeka Saragih ingin bangun kamp latihan MMA  Baca juga: Patilima dan tekadnya membanggakan sang ibu lewat MMAPewarta: Fajar SatriyoEditor: Eka Arifa Rusqiyati    COPYRIGHT © ANTARA 2023 ",olahraga
" Senin, 27 November 2023 13:39 WIB",Pewarta: Arnidhya Nur ZhafiraEditor: Eka Arifa Rusqiyati  COPYRIGHT © ANTARA 2023,Indonesia Masters 2024 siap bergulir pada 23-28 Januari 2024 di Istora,"     Jakarta (ANTARA) - Turnamen BWF Super 500 Daihatsu Indonesia Masters 2024 bergulir pada 23-28 Januari 2024 di Istora Senayan Jakarta menampilkan lebih dari 190 atlet bulu tangkis dari seluruh dunia dengan totalhadiah 450.000 dolar AS.    “Bulu tangkis adalah tradisi Indonesia dan Daihatsu Indonesia Masters 2024 pada Januari menjadi panggung bagi para atlet untuk memulai musim (2024) dengan baik,” kata Ketua Persatuan Bulutangkis Seluruh Indonesia (PBSI) Agung Firman Sampurna dalam jumpa pers di Jakarta, Senin.    Lebih lanjut, Agung mengatakan Indonesia Masters 2024 juga masuk dalam salah satu turnamen penghitungan poin Race to Olympics 2024 Paris.    “Turnamen ini juga termasuk dalam penghitungan Race to Olympics, sehingga Daihatsu Indonesia Masters akan menyajikan pertandingan kelas dunia,” kata Agung.    “(Pada Indonesia Masters) Tahun ini, Indonesia sukses meraih dua gelar dari Jonatan Christie dan Leo Rolly Carnando/Daniel Marthin. Semoga tahun depan kita bisa menyamai prestasi tersebut atau bahkan melebihinya,” ujarnya menambahkan.    Selain Jonatan dan Leo/Daniel, beberapa atlet Indonesia lainnya juga mempersiapkan diri untuk mengikuti turnamen ini tahun depan, di antaranya adalah tunggal putri Gregoria Mariska Tunjunghingga tunggal putra Anthony Sinisuka Ginting. Baca juga: Pelatih: Gregoria fokus pemulihan cedera jelang World Tour Finals   Sementara itu, Marketing Director dan Corporate Planning & Communication Director PT Astra Daihatsu Motor (ADM) Sri Agung Handayani mengatakan Daihatsu sudah tujuh kali menjadi sponsor utama Indonesia Masters sejak 2018.    “Kami berharap turnamen ini dapat berkontribusi dalam meningkatkan kualitas prestasi olahraga bulu tangkis sekaligus dapat memberikan kesempatan terbaik kepada para pemain untuk mengharumkan nama bangsa,” ujar Sri Agung.    Lebih lanjut, Ketua Panitia Pelaksana Daihatsu Indonesia Masters 2024 Armand Darmadji mengatakantiket untuk turnamen ini dapat dipesan oleh para penggemar bulu tangkis Indonesia di laman resmi PP PBSIpada Selasa (28/11) pukul 13.00 WIB dengan dua kategori, yakni reguler dan VIP.    “Semoga ini bisa menaikkan antusiasme penonton untuk mendukung langsung para atlet Indonesia,” kata Armand.  Baca juga: Pelatih beri evaluasi pada lima ganda putra di China Master  Baca juga: PBSI evaluasi penampilan ganda putra di Kumamoto MastersPewarta: Arnidhya Nur ZhafiraEditor: Eka Arifa Rusqiyati    COPYRIGHT © ANTARA 2023 ",olahraga
